,Recording timestamp [μs],Computer timestamp [μs],Sensor,Project name,Export date,Participant name,Recording name,Recording date,Recording date UTC,Recording start time,Recording start time UTC,Recording duration [ms],Timeline name,Recording Fixation filter name,Recording software version,Recording resolution height [px],Recording resolution width [px],Recording monitor latency [ms],Average calibration accuracy [mm],Average calibration precision SD [mm],Average calibration precision RMS [mm],Average calibration accuracy [°],Average calibration precision SD [°],Average calibration precision RMS [°],Average calibration accuracy [px],Average calibration precision SD [px],Average calibration precision RMS [px],Average validation accuracy [mm],Average validation precision SD [mm],Average validation precision RMS [mm],Average validation accuracy [°],Average validation precision SD [°],Average validation precision RMS [°],Average validation accuracy [px],Average validation precision SD [px],Average validation precision RMS [px],Eyetracker timestamp [μs],Event,Event value,Gaze point X [DACS px],Gaze point Y [DACS px],Gaze point left X [DACS px],Gaze point left Y [DACS px],Gaze point right X [DACS px],Gaze point right Y [DACS px],Gaze direction left X [DACS norm],Gaze direction left Y [DACS norm],Gaze direction left Z [DACS norm],Gaze direction right X [DACS norm],Gaze direction right Y [DACS norm],Gaze direction right Z [DACS norm],Pupil diameter left [mm],Pupil diameter right [mm],Pupil diameter filtered [mm],Validity left,Validity right,Eye position left X [DACS mm],Eye position left Y [DACS mm],Eye position left Z [DACS mm],Eye position right X [DACS mm],Eye position right Y [DACS mm],Eye position right Z [DACS mm],Gaze point left X [DACS mm],Gaze point left Y [DACS mm],Gaze point right X [DACS mm],Gaze point right Y [DACS mm],Gaze point X [MCS norm],Gaze point Y [MCS norm],Gaze point left X [MCS norm],Gaze point left Y [MCS norm],Gaze point right X [MCS norm],Gaze point right Y [MCS norm],Presented Stimulus name,Presented Media name,Presented Media width [px],Presented Media height [px],Presented Media position X [DACS px],Presented Media position Y [DACS px],Original Media width [px],Original Media height [px],Eye movement type,Gaze event duration [ms],Eye movement type index,Fixation point X [DACS px],Fixation point Y [DACS px],Fixation point X [MCS norm],Fixation point Y [MCS norm],Ungrouped,Client area position X [px],Client area position Y [px],Viewport position X [px],Viewport position Y [px],Viewport width [px],Viewport height [px],Full page width [px],Full page height [px],Mouse position X [DACS px],Mouse position Y [DACS px],gaze hit,hardcore_hit
79,89119807,145885191121,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950870906.0,,,706.0,463.0,727.0,478.0,685.0,447.0,-0.06521,0.05395,-0.99641,-0.18526,0.03488,-0.98207,3.794,3.732,3.765,Valid,Valid,268.8,114.4,641.5,334.5,116.9,639.8,226.8,149.1,213.8,139.6,0.3676,0.4284,0.3785,0.4425,0.3568,0.4142,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,1
80,89128142,145885199456,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950879240.0,,,706.0,466.0,726.0,483.0,685.0,449.0,-0.06533,0.05649,-0.99626,-0.18517,0.03562,-0.98206,3.797,3.717,3.771,Valid,Valid,268.8,114.4,641.6,334.5,116.9,639.7,226.7,150.7,213.8,140.1,0.3676,0.4314,0.3783,0.4472,0.3568,0.4157,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,1
81,89136475,145885207789,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950887573.0,,,709.0,475.0,728.0,496.0,690.0,455.0,-0.06456,0.06273,-0.99594,-0.18266,0.03846,-0.98242,3.833,3.746,3.773,Valid,Valid,268.7,114.4,641.6,334.4,116.9,639.8,227.1,154.8,215.5,141.9,0.3693,0.4401,0.3791,0.4592,0.3596,0.4211,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
82,89144812,145885216126,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950895910.0,,,708.0,470.0,725.0,486.0,691.0,454.0,-0.06614,0.05774,-0.99614,-0.18256,0.03836,-0.98245,3.815,3.749,3.781,Valid,Valid,268.7,114.4,641.5,334.4,116.9,639.8,226.1,151.6,215.5,141.8,0.3685,0.4353,0.3774,0.4498,0.3597,0.4208,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,1
83,89153147,145885224461,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950904244.0,,,709.0,470.0,728.0,488.0,689.0,452.0,-0.06424,0.05901,-0.99619,-0.18335,0.03733,-0.98234,3.82,3.732,3.781,Valid,Valid,268.7,114.4,641.4,334.4,116.9,639.8,227.3,152.4,215.0,141.2,0.3691,0.4355,0.3794,0.4522,0.3588,0.4188,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,1
84,89161480,145885232794,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950912577.0,,,704.0,470.0,722.0,480.0,687.0,459.0,-0.06746,0.05498,-0.99621,-0.18423,0.04057,-0.98205,3.8,3.748,3.782,Valid,Valid,268.7,114.5,641.3,334.4,116.9,639.8,225.3,149.9,214.4,143.3,0.3668,0.4349,0.3759,0.4447,0.3578,0.4251,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,1
85,89169813,145885241127,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950920910.0,,,702.0,472.0,716.0,478.0,689.0,467.0,-0.07044,0.05362,-0.99607,-0.1834,0.04438,-0.98204,3.787,3.762,3.79,Valid,Valid,268.7,114.5,641.3,334.4,116.9,639.7,223.3,149.0,214.9,145.8,0.3657,0.4373,0.3727,0.4422,0.3587,0.4325,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
86,89178148,145885249462,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950929244.0,,,704.0,478.0,719.0,489.0,689.0,466.0,-0.06866,0.05935,-0.99587,-0.18333,0.04385,-0.98207,3.822,3.787,3.792,Valid,Valid,268.7,114.5,641.3,334.4,116.9,639.7,224.5,152.8,215.0,145.5,0.3667,0.4424,0.3746,0.4532,0.3588,0.4315,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
87,89186481,145885257795,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950937577.0,,,706.0,470.0,722.0,483.0,689.0,457.0,-0.06713,0.05629,-0.99615,-0.18346,0.03973,-0.98222,3.835,3.76,3.798,Valid,Valid,268.7,114.6,641.2,334.4,116.9,639.7,225.5,150.8,214.9,142.8,0.3675,0.4355,0.3763,0.4474,0.3587,0.4236,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,1
88,89194815,145885266129,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950945911.0,,,702.0,471.0,719.0,483.0,684.0,459.0,-0.06861,0.05627,-0.99606,-0.18544,0.04059,-0.98182,3.834,3.764,3.799,Valid,Valid,268.7,114.6,641.2,334.4,116.9,639.6,224.5,150.8,213.6,143.4,0.3656,0.4364,0.3747,0.4475,0.3564,0.4254,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
89,89203149,145885274463,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950954244.0,,,701.0,474.0,719.0,492.0,684.0,457.0,-0.06894,0.06062,-0.99578,-0.18558,0.03915,-0.98185,3.846,3.761,3.799,Valid,Valid,268.7,114.6,641.2,334.4,117.0,639.6,224.3,153.7,213.5,142.5,0.3653,0.4393,0.3743,0.4559,0.3563,0.4227,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
90,89211482,145885282796,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950962577.0,,,705.0,473.0,721.0,489.0,689.0,457.0,-0.06782,0.05884,-0.99596,-0.18345,0.03944,-0.98224,3.841,3.765,3.8,Valid,Valid,268.7,114.6,641.2,334.4,117.0,639.5,225.0,152.5,215.0,142.7,0.3671,0.4379,0.3755,0.4525,0.3588,0.4234,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
91,89219815,145885291129,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950970910.0,,,698.0,472.0,713.0,479.0,684.0,466.0,-0.07195,0.05432,-0.99593,-0.18565,0.0433,-0.98166,3.819,3.784,3.803,Valid,Valid,268.7,114.7,641.1,334.4,117.1,639.3,222.4,149.6,213.5,145.3,0.3637,0.4375,0.3711,0.4439,0.3563,0.4311,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
92,89228150,145885299464,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950979244.0,,,703.0,472.0,716.0,485.0,689.0,459.0,-0.07041,0.05686,-0.9959,-0.18327,0.03999,-0.98225,3.836,3.761,3.802,Valid,Valid,268.7,114.7,641.1,334.4,117.1,639.3,223.4,151.3,215.2,143.1,0.3659,0.4367,0.3728,0.4488,0.359,0.4246,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
93,89236483,145885307797,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950987577.0,,,705.0,476.0,726.0,488.0,684.0,463.0,-0.06546,0.05851,-0.99614,-0.18559,0.04221,-0.98172,3.855,3.768,3.804,Valid,Valid,268.8,114.7,641.0,334.5,117.2,639.2,226.7,152.4,213.6,144.6,0.3674,0.4406,0.3782,0.452,0.3565,0.4291,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
94,89244817,145885316131,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950995911.0,,,703.0,474.0,718.0,482.0,688.0,466.0,-0.06962,0.05537,-0.99604,-0.18383,0.04364,-0.98199,3.824,3.774,3.803,Valid,Valid,268.8,114.8,641.0,334.5,117.1,639.4,224.0,150.4,214.8,145.5,0.3661,0.4389,0.3738,0.4461,0.3585,0.4317,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
95,89253150,145885324464,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145951004244.0,,,705.0,474.0,726.0,484.0,684.0,463.0,-0.06566,0.05652,-0.99624,-0.18582,0.04201,-0.98168,3.834,3.776,3.807,Valid,Valid,268.8,114.8,640.9,334.5,117.1,639.4,226.6,151.1,213.5,144.5,0.3672,0.4385,0.3781,0.4483,0.3563,0.4286,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
96,89261484,145885332798,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145951012577.0,,,703.0,472.0,725.0,484.0,680.0,461.0,-0.06605,0.05635,-0.99622,-0.18761,0.04096,-0.98139,3.844,3.771,3.807,Valid,Valid,268.9,114.8,640.9,334.6,117.1,639.4,226.4,151.0,212.4,143.8,0.3661,0.4374,0.3778,0.4481,0.3544,0.4267,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
97,89269817,145885341131,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145951020910.0,,,703.0,480.0,721.0,489.0,685.0,471.0,-0.06815,0.05857,-0.99595,-0.18569,0.04557,-0.98155,3.849,3.767,3.807,Valid,Valid,268.9,114.8,640.9,334.6,117.2,639.3,225.1,152.5,213.7,146.9,0.3661,0.444,0.3756,0.4524,0.3566,0.4357,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
98,89278151,145885349465,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145951029244.0,,,704.0,480.0,719.0,490.0,689.0,470.0,-0.06934,0.05918,-0.99584,-0.18376,0.04537,-0.98192,3.858,3.754,3.807,Valid,Valid,269.0,114.8,641.0,334.7,117.2,639.2,224.3,152.9,215.0,146.8,0.3666,0.4445,0.3744,0.4535,0.3588,0.4354,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
99,89286486,145885357800,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145951037578.0,,,709.0,478.0,724.0,484.0,693.0,473.0,-0.0669,0.05634,-0.99617,-0.18182,0.0465,-0.98223,3.843,3.77,3.807,Valid,Valid,269.0,114.8,640.9,334.7,117.3,639.2,226.0,151.0,216.4,147.5,0.3691,0.4429,0.3771,0.4481,0.3611,0.4377,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
100,89294819,145885366133,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145951045911.0,,,707.0,477.0,726.0,486.0,688.0,468.0,-0.06609,0.05702,-0.99618,-0.18442,0.0443,-0.98185,3.838,3.771,3.809,Valid,Valid,269.1,114.9,640.8,334.7,117.3,639.2,226.6,151.5,214.7,146.1,0.3682,0.4415,0.3781,0.4495,0.3582,0.4335,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
101,89303153,145885374467,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145951054245.0,,,703.0,472.0,722.0,483.0,685.0,461.0,-0.06804,0.05567,-0.99613,-0.18602,0.04106,-0.98169,3.847,3.759,3.809,Valid,Valid,269.1,114.9,640.8,334.8,117.2,639.4,225.3,150.7,213.6,144.0,0.3663,0.4371,0.376,0.447,0.3565,0.4271,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
102,89311487,145885382801,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145951062578.0,,,704.0,474.0,723.0,480.0,686.0,467.0,-0.0678,0.05454,-0.99621,-0.18549,0.0436,-0.98168,3.849,3.772,3.81,Valid,Valid,269.1,114.8,640.9,334.8,117.3,639.3,225.5,149.9,214.0,145.7,0.3668,0.4384,0.3763,0.4447,0.3572,0.4322,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
103,89319820,145885391134,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145951070911.0,,,712.0,478.0,730.0,488.0,694.0,469.0,-0.06417,0.05807,-0.99625,-0.18155,0.04483,-0.98236,3.852,3.772,3.804,Valid,Valid,269.2,114.8,640.9,334.9,117.3,639.1,227.9,152.2,216.7,146.5,0.371,0.443,0.3803,0.4514,0.3617,0.4347,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
104,89328153,145885399467,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145951079244.0,,,709.0,477.0,727.0,490.0,690.0,464.0,-0.06585,0.05939,-0.99606,-0.18358,0.04204,-0.98211,3.859,3.754,3.801,Valid,Valid,269.2,114.8,640.8,334.9,117.3,639.1,226.9,153.0,215.4,144.7,0.369,0.4416,0.3786,0.4539,0.3595,0.4293,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
105,89336488,145885407802,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145951087578.0,,,704.0,472.0,723.0,486.0,686.0,459.0,-0.06793,0.05741,-0.99604,-0.18564,0.03972,-0.98181,3.841,3.752,3.797,Valid,Valid,269.3,114.8,640.8,334.9,117.3,639.2,225.6,151.7,214.1,143.2,0.3668,0.4375,0.3764,0.4502,0.3573,0.4248,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
106,89344822,145885416136,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145951095912.0,,,705.0,472.0,726.0,484.0,683.0,460.0,-0.06637,0.05618,-0.99621,-0.18687,0.04032,-0.98156,3.832,3.737,3.794,Valid,Valid,269.3,114.8,640.8,335.0,117.3,639.2,226.6,150.9,213.3,143.6,0.367,0.4368,0.3781,0.4478,0.3559,0.4259,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
107,89353155,145885424469,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145951104245.0,,,705.0,465.0,728.0,468.0,683.0,461.0,-0.06556,0.0486,-0.99666,-0.18726,0.0409,-0.98146,3.82,3.748,3.79,Valid,Valid,269.3,114.8,640.8,335.0,117.3,639.3,227.2,146.0,213.1,143.9,0.3673,0.4301,0.3791,0.4332,0.3555,0.427,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,1
