,Recording timestamp [μs],Computer timestamp [μs],Sensor,Project name,Export date,Participant name,Recording name,Recording date,Recording date UTC,Recording start time,Recording start time UTC,Recording duration [ms],Timeline name,Recording Fixation filter name,Recording software version,Recording resolution height [px],Recording resolution width [px],Recording monitor latency [ms],Average calibration accuracy [mm],Average calibration precision SD [mm],Average calibration precision RMS [mm],Average calibration accuracy [°],Average calibration precision SD [°],Average calibration precision RMS [°],Average calibration accuracy [px],Average calibration precision SD [px],Average calibration precision RMS [px],Average validation accuracy [mm],Average validation precision SD [mm],Average validation precision RMS [mm],Average validation accuracy [°],Average validation precision SD [°],Average validation precision RMS [°],Average validation accuracy [px],Average validation precision SD [px],Average validation precision RMS [px],Eyetracker timestamp [μs],Event,Event value,Gaze point X [DACS px],Gaze point Y [DACS px],Gaze point left X [DACS px],Gaze point left Y [DACS px],Gaze point right X [DACS px],Gaze point right Y [DACS px],Gaze direction left X [DACS norm],Gaze direction left Y [DACS norm],Gaze direction left Z [DACS norm],Gaze direction right X [DACS norm],Gaze direction right Y [DACS norm],Gaze direction right Z [DACS norm],Pupil diameter left [mm],Pupil diameter right [mm],Pupil diameter filtered [mm],Validity left,Validity right,Eye position left X [DACS mm],Eye position left Y [DACS mm],Eye position left Z [DACS mm],Eye position right X [DACS mm],Eye position right Y [DACS mm],Eye position right Z [DACS mm],Gaze point left X [DACS mm],Gaze point left Y [DACS mm],Gaze point right X [DACS mm],Gaze point right Y [DACS mm],Gaze point X [MCS norm],Gaze point Y [MCS norm],Gaze point left X [MCS norm],Gaze point left Y [MCS norm],Gaze point right X [MCS norm],Gaze point right Y [MCS norm],Presented Stimulus name,Presented Media name,Presented Media width [px],Presented Media height [px],Presented Media position X [DACS px],Presented Media position Y [DACS px],Original Media width [px],Original Media height [px],Eye movement type,Gaze event duration [ms],Eye movement type index,Fixation point X [DACS px],Fixation point Y [DACS px],Fixation point X [MCS norm],Fixation point Y [MCS norm],Ungrouped,Client area position X [px],Client area position Y [px],Viewport position X [px],Viewport position Y [px],Viewport width [px],Viewport height [px],Full page width [px],Full page height [px],Mouse position X [DACS px],Mouse position Y [DACS px],gaze hit,hardcore_hit
49,88869800,145884941114,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950620908.0,,,986.0,545.0,997.0,552.0,974.0,538.0,0.06485,0.08945,-0.99388,-0.04841,0.07975,-0.99564,3.73,3.624,3.677,Valid,Valid,269.4,114.4,641.4,335.2,116.8,639.6,311.2,172.1,304.1,168.0,0.5134,0.5046,0.5193,0.5107,0.5074,0.4985,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,233.0,184.0,986.0,543.0,0.5135,0.5031,,,,,,,,,,,,no hit,0
50,88878133,145884949447,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950629241.0,,,987.0,545.0,1000.0,554.0,975.0,536.0,0.06608,0.09067,-0.99369,-0.0482,0.07839,-0.99576,3.738,3.624,3.68,Valid,Valid,269.3,114.5,641.4,335.2,116.8,639.7,312.0,173.0,304.2,167.2,0.5141,0.5046,0.5207,0.5132,0.5076,0.4959,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,233.0,184.0,986.0,543.0,0.5135,0.5031,,,,,,,,,,,,no hit,0
51,88886467,145884957781,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950637574.0,,,988.0,541.0,1001.0,544.0,974.0,538.0,0.06696,0.0858,-0.99406,-0.04852,0.07963,-0.99564,3.728,3.653,3.686,Valid,Valid,269.3,114.5,641.4,335.2,116.9,639.8,312.5,169.9,304.0,168.0,0.5144,0.5012,0.5216,0.5039,0.5073,0.4985,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,233.0,184.0,986.0,543.0,0.5135,0.5031,,,,,,,,,,,,no hit,0
52,88894801,145884966115,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950645908.0,,,986.0,539.0,1001.0,542.0,971.0,536.0,0.06696,0.08488,-0.99414,-0.05006,0.07827,-0.99567,3.715,3.641,3.687,Valid,Valid,269.3,114.5,641.4,335.1,116.9,639.7,312.5,169.3,303.0,167.2,0.5136,0.4991,0.5216,0.5022,0.5056,0.496,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,233.0,184.0,986.0,543.0,0.5135,0.5031,,,,,,,,,,,,no hit,0
53,88903134,145884974448,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950654241.0,,,987.0,543.0,1003.0,550.0,972.0,536.0,0.06761,0.08862,-0.99377,-0.04938,0.07822,-0.99571,3.732,3.643,3.691,Valid,Valid,269.3,114.5,641.5,335.1,117.0,639.7,313.0,171.7,303.4,167.2,0.5143,0.5028,0.5223,0.5095,0.5063,0.4961,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,233.0,184.0,986.0,543.0,0.5135,0.5031,,,,,,,,,,,,no hit,0
54,88911469,145884982783,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950662575.0,,,984.0,549.0,997.0,559.0,972.0,539.0,0.06495,0.09292,-0.99355,-0.04955,0.07979,-0.99558,3.76,3.653,3.692,Valid,Valid,269.3,114.6,641.4,335.1,117.0,639.7,311.2,174.6,303.3,168.2,0.5128,0.5085,0.5194,0.5179,0.5061,0.4991,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,233.0,184.0,986.0,543.0,0.5135,0.5031,,,,,,,,,,,,no hit,0
55,88919802,145884991116,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950670908.0,,,986.0,541.0,999.0,548.0,974.0,535.0,0.06592,0.0872,-0.99401,-0.04866,0.07771,-0.99579,3.735,3.65,3.694,Valid,Valid,269.3,114.6,641.3,335.1,117.0,639.7,311.8,170.9,303.9,166.9,0.5137,0.5011,0.5204,0.507,0.5071,0.4953,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,233.0,184.0,986.0,543.0,0.5135,0.5031,,,,,,,,,,,,no hit,0
56,88928135,145884999449,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950679241.0,,,983.0,553.0,996.0,558.0,970.0,548.0,0.06434,0.09218,-0.99366,-0.05048,0.08392,-0.99519,3.739,3.68,3.7,Valid,Valid,269.3,114.6,641.4,335.1,117.0,639.7,310.8,174.1,302.7,171.0,0.5119,0.5119,0.5187,0.5166,0.5051,0.5072,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,233.0,184.0,986.0,543.0,0.5135,0.5031,,,,,,,,,,,,no hit,0
57,88936468,145885007782,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950687574.0,,,986.0,545.0,998.0,553.0,974.0,538.0,0.06554,0.08967,-0.99381,-0.04831,0.07906,-0.9957,3.734,3.661,3.71,Valid,Valid,269.3,114.6,641.4,335.1,117.0,639.8,311.6,172.5,304.1,167.8,0.5137,0.5048,0.52,0.5117,0.5074,0.4979,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,233.0,184.0,986.0,543.0,0.5135,0.5031,,,,,,,,,,,,no hit,0
58,88944802,145885016116,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950695907.0,,,980.0,550.0,994.0,557.0,967.0,542.0,0.06322,0.09182,-0.99377,-0.052,0.08108,-0.99535,3.76,3.686,3.715,Valid,Valid,269.3,114.6,641.5,335.1,117.1,639.8,310.1,173.9,301.7,169.2,0.5105,0.5089,0.5175,0.5159,0.5035,0.5019,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,233.0,184.0,986.0,543.0,0.5135,0.5031,,,,,,,,,,,,no hit,0
59,88953136,145885024450,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950704241.0,,,983.0,546.0,995.0,553.0,970.0,538.0,0.06372,0.08986,-0.99391,-0.05018,0.07922,-0.99559,3.75,3.694,3.723,Valid,Valid,269.3,114.6,641.5,335.1,117.1,639.8,310.4,172.6,302.9,168.0,0.5117,0.5052,0.518,0.5121,0.5054,0.4984,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,233.0,184.0,986.0,543.0,0.5135,0.5031,,,,,,,,,,,,no hit,0
60,88961469,145885032783,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950712574.0,,,983.0,543.0,995.0,552.0,970.0,534.0,0.06406,0.08917,-0.99395,-0.05045,0.07732,-0.99573,3.764,3.67,3.727,Valid,Valid,269.3,114.6,641.5,335.1,117.1,639.8,310.7,172.2,302.7,166.8,0.5118,0.5028,0.5184,0.5108,0.5052,0.4948,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,233.0,184.0,986.0,543.0,0.5135,0.5031,,,,,,,,,,,,no hit,0
61,88969804,145885041118,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950720908.0,,,983.0,552.0,996.0,559.0,970.0,545.0,0.06447,0.09263,-0.99361,-0.05019,0.08264,-0.99531,3.773,3.693,3.727,Valid,Valid,269.3,114.7,641.4,335.1,117.1,639.9,310.9,174.5,302.9,170.2,0.5122,0.5112,0.5189,0.5175,0.5054,0.5049,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,233.0,184.0,986.0,543.0,0.5135,0.5031,,,,,,,,,,,,no hit,0
62,88978137,145885049451,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950729241.0,,,984.0,545.0,997.0,546.0,972.0,543.0,0.06473,0.08662,-0.99414,-0.04955,0.08137,-0.99545,3.762,3.696,3.728,Valid,Valid,269.3,114.6,641.5,335.2,117.1,639.9,311.1,170.5,303.3,169.4,0.5127,0.5042,0.5192,0.5059,0.5061,0.5025,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,233.0,184.0,986.0,543.0,0.5135,0.5031,,,,,,,,,,,,no hit,0
63,88986470,145885057784,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950737574.0,,,982.0,540.0,997.0,548.0,967.0,533.0,0.06492,0.08734,-0.99406,-0.05186,0.0766,-0.99571,3.75,3.69,3.732,Valid,Valid,269.4,114.6,641.5,335.2,117.1,640.0,311.2,171.0,301.8,166.3,0.5115,0.5003,0.5194,0.5072,0.5037,0.4933,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,233.0,184.0,986.0,543.0,0.5135,0.5031,,,,,,,,,,,,no hit,0
64,88994804,145885066118,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950745907.0,,,986.0,548.0,1000.0,556.0,973.0,539.0,0.06604,0.09142,-0.99362,-0.04897,0.07983,-0.9956,3.778,3.702,3.736,Valid,Valid,269.4,114.6,641.6,335.2,117.1,640.0,312.0,173.6,303.7,168.4,0.5137,0.5072,0.5207,0.515,0.5068,0.4995,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,233.0,184.0,986.0,543.0,0.5135,0.5031,,,,,,,,,,,,no hit,0
65,89003138,145885074452,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950754241.0,,,985.0,549.0,998.0,553.0,972.0,545.0,0.06505,0.09012,-0.9938,-0.04931,0.08237,-0.99538,3.769,3.722,3.748,Valid,Valid,269.4,114.6,641.6,335.2,117.0,640.1,311.4,172.7,303.5,170.0,0.513,0.5084,0.5196,0.5125,0.5065,0.5043,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,233.0,184.0,986.0,543.0,0.5135,0.5031,,,,,,,,,,,,no hit,0
66,89011470,145885082784,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950762573.0,,,980.0,551.0,993.0,558.0,966.0,543.0,0.06295,0.09234,-0.99374,-0.05236,0.08156,-0.99529,3.781,3.719,3.751,Valid,Valid,269.4,114.5,641.6,335.2,117.0,640.0,310.0,174.2,301.5,169.5,0.5103,0.5098,0.5174,0.5167,0.5032,0.5028,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Saccade,42.0,261.0,,,,,,,,,,,,,,,,no hit,0
67,89019805,145885091119,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950770907.0,,,915.0,549.0,932.0,560.0,899.0,537.0,0.03346,0.09323,-0.99508,-0.08475,0.0787,-0.99329,3.797,3.724,3.753,Valid,Valid,269.3,114.6,641.5,335.1,117.0,640.1,290.9,174.7,280.4,167.7,0.4767,0.5079,0.4854,0.5182,0.468,0.4976,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Saccade,42.0,261.0,,,,,,,,,,,,,,,,no hit,0
68,89028138,145885099452,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950779240.0,,,835.0,526.0,853.0,530.0,817.0,523.0,-0.00453,0.07926,-0.99684,-0.1236,0.07138,-0.98976,3.802,3.751,3.753,Valid,Valid,269.2,114.4,641.8,334.9,117.0,640.2,266.2,165.5,254.9,163.2,0.4348,0.4875,0.4443,0.4909,0.4254,0.484,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Saccade,42.0,261.0,,,,,,,,,,,,,,,,no hit,0
69,89036471,145885107785,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950787573.0,,,755.0,503.0,773.0,511.0,737.0,496.0,-0.04334,0.06975,-0.99662,-0.16096,0.05814,-0.98525,3.767,3.745,3.752,Valid,Valid,269.0,114.5,641.7,334.6,117.0,640.2,241.1,159.4,230.1,154.7,0.3931,0.4659,0.4024,0.4728,0.3839,0.4591,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Saccade,42.0,261.0,,,,,,,,,,,,,,,,hit,0
70,89044806,145885116120,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950795907.0,,,701.0,476.0,722.0,484.0,680.0,468.0,-0.06753,0.05715,-0.99608,-0.18727,0.04457,-0.9813,3.775,3.725,3.752,Valid,Valid,268.9,114.4,641.9,334.5,117.0,640.0,225.4,151.2,212.4,146.1,0.3653,0.4409,0.3761,0.4486,0.3544,0.4333,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Saccade,42.0,261.0,,,,,,,,,,,,,,,,hit,0
71,89053139,145885124453,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950804240.0,,,694.0,470.0,714.0,475.0,674.0,466.0,-0.07152,0.05236,-0.99606,-0.19042,0.0436,-0.98073,3.737,3.729,3.751,Valid,Valid,268.9,114.4,641.9,334.5,117.0,639.9,222.8,148.1,210.2,145.4,0.3613,0.4354,0.3718,0.4394,0.3508,0.4314,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,1
72,89061472,145885132786,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950812573.0,,,715.0,478.0,734.0,493.0,695.0,463.0,-0.06181,0.06108,-0.99622,-0.18038,0.04216,-0.98269,3.805,3.726,3.758,Valid,Valid,268.9,114.4,641.8,334.5,117.0,639.9,229.0,153.7,217.0,144.4,0.3722,0.4422,0.3822,0.456,0.3622,0.4284,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
73,89069807,145885141121,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950820907.0,,,708.0,476.0,729.0,489.0,687.0,463.0,-0.06401,0.05924,-0.99619,-0.1845,0.04246,-0.98192,3.809,3.718,3.765,Valid,Valid,268.9,114.3,641.8,334.5,116.9,640.0,227.6,152.5,214.3,144.6,0.3687,0.4407,0.3799,0.4525,0.3576,0.4289,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
74,89078140,145885149454,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950829240.0,,,710.0,477.0,729.0,480.0,690.0,474.0,-0.06418,0.05519,-0.99641,-0.18277,0.04759,-0.982,3.791,3.759,3.765,Valid,Valid,268.9,114.4,641.7,334.5,116.9,640.0,227.5,149.9,215.4,147.9,0.3696,0.4418,0.3797,0.4447,0.3595,0.4388,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
75,89086473,145885157787,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950837573.0,,,711.0,480.0,733.0,491.0,689.0,468.0,-0.06215,0.06021,-0.99625,-0.18356,0.04499,-0.98198,3.808,3.725,3.767,Valid,Valid,268.9,114.4,641.7,334.5,116.9,640.0,228.8,153.2,214.9,146.2,0.3702,0.4441,0.3819,0.4544,0.3586,0.4338,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
76,89094807,145885166121,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950845907.0,,,708.0,469.0,727.0,481.0,689.0,457.0,-0.06506,0.05559,-0.99633,-0.18334,0.0394,-0.98226,3.805,3.706,3.769,Valid,Valid,268.8,114.4,641.6,334.5,116.9,640.0,226.9,150.2,215.1,142.5,0.3688,0.4342,0.3787,0.4456,0.3589,0.4229,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,1
77,89103141,145885174455,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950854240.0,,,706.0,477.0,728.0,492.0,685.0,463.0,-0.0645,0.06056,-0.99608,-0.18543,0.04222,-0.98175,3.815,3.733,3.768,Valid,Valid,268.8,114.4,641.5,334.5,116.9,639.9,227.3,153.4,213.7,144.4,0.3679,0.4418,0.3793,0.4552,0.3565,0.4284,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,0
78,89111474,145885182788,Eye Tracker,IdentiGaze-prototype,2023-03-30,chungha,Recording20,2023-03-20,2023-03-20,14:11:59.980,05:11:59.980,270054,Timeline1,Tobii I-VT (Fixation),1.207.44884,1080,1920,10.0,0.6,2.1,2.2,0.05,0.17,0.19,2,7,7,7.9,5.3,2.1,0.7,0.45,0.18,25,17,7,145950862573.0,,,707.0,470.0,726.0,480.0,687.0,460.0,-0.06538,0.05507,-0.99634,-0.18417,0.04111,-0.98204,3.791,3.746,3.764,Valid,Valid,268.8,114.4,641.5,334.5,116.9,639.9,226.7,149.8,214.5,143.7,0.3681,0.4354,0.3783,0.4445,0.3579,0.4262,Screen Recording,Screen Recording Recording20.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,567.0,185.0,706.0,472.0,0.3677,0.4374,,,,,,,,,,,,hit,1
